Teacher_ID,Full_Name,Gender,Country,Primary_Subject,Secondary_Subject,Education_Level,Years_of_Experience,Teaching_Style,Certifications,Availability,Language,Student_Rating,Courses_Taught,Is_Research_Active,Email
T05154,Brian Moody,Female,Germany,Economics,Physics,Bachelors,9,Lecture-based,PGCE,Part-time,Mandarin,3.37,57,True,brian.moody@example.edu
T05155,Misty Barber,Non-Binary,India,History,Physics,Bachelors,24,Hybrid,M.Ed,Full-time,English,2.98,53,True,misty.barber@example.edu
T05156,Dawn Patton,Male,USA,Geography,Physics,PhD,39,Lecture-based,PGCE,Visiting,French,4.57,35,True,dawn.patton@example.edu
T05157,Jonathan Cook,Female,Australia,Chemistry,Chemistry,Masters,8,Project-based,None,Part-time,Mandarin,4.74,52,False,jonathan.cook@example.edu
T05158,Katie Mora,Female,India,Biology,Economics,PhD,4,Interactive,M.Ed,Full-time,French,4.66,58,True,katie.mora@example.edu
T05159,Daisy Irwin,Female,Australia,Philosophy,Physics,Bachelors,22,Project-based,None,Part-time,German,4.08,39,True,daisy.irwin@example.edu
T05160,Diana Silva,Male,USA,History,Biology,Masters,8,Lecture-based,PGCE,Part-time,German,4.99,68,True,diana.silva@example.edu
T05161,Mr. John Warren,Non-Binary,UK,Chemistry,Mathematics,Masters,39,Project-based,TESOL,Visiting,German,3.03,48,True,mr..john.warren@example.edu
T05162,Daniel Owens,Non-Binary,UK,Physics,History,Masters,33,Lecture-based,Online Certifications,Part-time,Spanish,3.56,53,True,daniel.owens@example.edu
T05163,Shannon Rodriguez,Non-Binary,USA,Philosophy,Mathematics,Bachelors,39,Lecture-based,PGCE,Full-time,German,3.69,24,True,shannon.rodriguez@example.edu
T05164,Jessica Wright,Male,France,Chemistry,Philosophy,Bachelors,31,Project-based,Online Certifications,Part-time,English,4.9,67,True,jessica.wright@example.edu
T05165,Tina Liu,Female,UK,History,Physics,Bachelors,16,Flipped Classroom,None,Full-time,Mandarin,3.85,13,True,tina.liu@example.edu
T05166,Brian Peterson,Non-Binary,India,Biology,Physics,Masters,13,Hybrid,Online Certifications,Full-time,French,4.32,7,False,brian.peterson@example.edu
T05167,Bethany Harris,Non-Binary,UK,Geography,Philosophy,Bachelors,15,Flipped Classroom,B.Ed,Full-time,French,4.7,81,True,bethany.harris@example.edu
T05168,Rachel Wade,Female,India,Geography,Chemistry,Bachelors,26,Lecture-based,M.Ed,Part-time,German,4.61,62,True,rachel.wade@example.edu
T05169,Maureen Johnson,Female,Germany,Mathematics,Geography,PhD,34,Hybrid,None,Full-time,French,4.95,25,False,maureen.johnson@example.edu
T05170,Carl Owens,Non-Binary,Germany,Physics,Biology,Bachelors,11,Project-based,PGCE,Full-time,French,2.77,52,False,carl.owens@example.edu
T05171,Chase Christian,Male,Australia,Economics,English,Masters,2,Lecture-based,Online Certifications,Part-time,English,4.72,22,True,chase.christian@example.edu
T05172,Stephanie Pratt,Female,Canada,Economics,Computer Science,PhD,31,Interactive,B.Ed,Visiting,English,3.8,65,True,stephanie.pratt@example.edu
T05173,Hannah Wilson,Female,Canada,Philosophy,English,PhD,17,Project-based,Online Certifications,Part-time,English,2.96,73,True,hannah.wilson@example.edu
T05174,Caroline Rodriguez,Female,Canada,History,Geography,Masters,36,Project-based,Online Certifications,Full-time,Spanish,3.53,77,True,caroline.rodriguez@example.edu
T05175,Tracie Valdez,Non-Binary,India,English,Economics,Masters,14,Hybrid,None,Part-time,Spanish,2.96,10,True,tracie.valdez@example.edu
T05176,Jesse Harris,Non-Binary,UK,Chemistry,Philosophy,PhD,15,Hybrid,Online Certifications,Visiting,English,4.5,94,True,jesse.harris@example.edu
T05177,Catherine Mahoney MD,Male,France,Mathematics,Computer Science,PhD,34,Lecture-based,M.Ed,Visiting,Spanish,4.52,24,False,catherine.mahoney.md@example.edu
T05178,Susan Riley,Non-Binary,UK,Physics,Philosophy,Bachelors,12,Project-based,B.Ed,Part-time,English,4.79,94,False,susan.riley@example.edu
T05179,Luis Fernandez,Non-Binary,India,Physics,Mathematics,Masters,6,Hybrid,Online Certifications,Part-time,Spanish,4.61,22,False,luis.fernandez@example.edu
T05180,Sheila Peterson,Male,France,Philosophy,Mathematics,PhD,26,Project-based,Online Certifications,Visiting,German,3.21,85,False,sheila.peterson@example.edu
T05181,Danielle Sandoval,Male,France,Philosophy,Computer Science,PhD,2,Hybrid,B.Ed,Full-time,French,2.72,7,False,danielle.sandoval@example.edu
T05182,Ruth Mills,Male,Canada,History,Geography,Bachelors,2,Project-based,None,Visiting,Spanish,3.31,60,True,ruth.mills@example.edu
T05183,John Hall,Non-Binary,UK,Biology,Geography,PhD,6,Interactive,PGCE,Part-time,English,4.41,78,True,john.hall@example.edu
T05184,Cynthia Ross,Non-Binary,India,History,Chemistry,Masters,34,Interactive,None,Full-time,Mandarin,4.06,44,True,cynthia.ross@example.edu
T05185,Shannon Jones,Male,UK,Mathematics,Physics,Bachelors,39,Interactive,PGCE,Full-time,French,4.22,22,True,shannon.jones@example.edu
T05186,Beverly Garcia,Non-Binary,USA,Computer Science,Biology,Masters,35,Lecture-based,M.Ed,Part-time,Spanish,2.61,87,True,beverly.garcia@example.edu
T05187,David Washington,Male,France,Chemistry,Biology,PhD,9,Lecture-based,PGCE,Part-time,German,2.52,61,True,david.washington@example.edu
T05188,Jessica Bennett,Female,India,Chemistry,Physics,Masters,20,Hybrid,TESOL,Visiting,Mandarin,4.0,41,False,jessica.bennett@example.edu
T05189,April Lopez,Female,USA,Mathematics,Geography,Masters,21,Hybrid,TESOL,Visiting,Spanish,2.63,12,False,april.lopez@example.edu
T05190,Jason Petersen,Male,Australia,English,English,PhD,21,Lecture-based,None,Visiting,Mandarin,4.78,88,True,jason.petersen@example.edu
T05191,James Vazquez,Female,UK,Philosophy,Computer Science,PhD,30,Hybrid,TESOL,Full-time,German,4.56,62,False,james.vazquez@example.edu
T05192,Rebecca Lucas,Female,Australia,Geography,English,Masters,29,Interactive,PGCE,Part-time,French,4.16,91,False,rebecca.lucas@example.edu
T05193,Monica Mann,Female,Australia,Physics,Economics,Bachelors,35,Interactive,B.Ed,Full-time,English,4.57,84,False,monica.mann@example.edu
T05194,Amanda Williams,Female,USA,Economics,Economics,Masters,29,Hybrid,None,Full-time,Spanish,3.67,28,True,amanda.williams@example.edu
T05195,Andrew Young,Female,Canada,Biology,Physics,PhD,14,Project-based,TESOL,Visiting,English,3.48,64,True,andrew.young@example.edu
T05196,Molly Simon,Non-Binary,France,Chemistry,Philosophy,Masters,12,Lecture-based,TESOL,Visiting,Spanish,4.45,33,True,molly.simon@example.edu
T05197,Kristen Bowen,Non-Binary,USA,Biology,Physics,PhD,20,Flipped Classroom,TESOL,Full-time,French,3.36,9,False,kristen.bowen@example.edu
T05198,Carla Washington,Non-Binary,Germany,Chemistry,Mathematics,Bachelors,10,Lecture-based,PGCE,Full-time,Spanish,4.18,85,False,carla.washington@example.edu
T05199,Peter Johnson,Female,France,English,Philosophy,Masters,9,Flipped Classroom,None,Visiting,German,2.66,65,True,peter.johnson@example.edu
T05200,Jason Patterson,Female,India,Biology,Mathematics,Bachelors,3,Interactive,B.Ed,Visiting,French,3.0,19,False,jason.patterson@example.edu
T05201,Pamela Barrera,Male,UK,Geography,English,PhD,1,Project-based,None,Full-time,German,3.14,68,False,pamela.barrera@example.edu
T05202,James Webb,Female,UK,English,Philosophy,Bachelors,4,Interactive,M.Ed,Part-time,English,2.8,32,False,james.webb@example.edu
T05203,Megan Wilkins,Male,UK,Philosophy,Mathematics,PhD,12,Hybrid,B.Ed,Part-time,English,4.44,73,False,megan.wilkins@example.edu
T05204,Kyle Hunt,Male,UK,Chemistry,Mathematics,Bachelors,25,Interactive,B.Ed,Full-time,Mandarin,4.97,97,False,kyle.hunt@example.edu
T05205,Kevin Harvey,Female,UK,Chemistry,English,Masters,11,Lecture-based,B.Ed,Full-time,Spanish,2.65,47,True,kevin.harvey@example.edu
T05206,Jeremy Vazquez,Female,UK,Physics,Physics,PhD,36,Project-based,TESOL,Visiting,Mandarin,3.5,91,True,jeremy.vazquez@example.edu
T05207,Linda Hall,Female,UK,Biology,Biology,Masters,26,Lecture-based,None,Full-time,French,4.11,17,True,linda.hall@example.edu
T05208,Joshua Hayes,Non-Binary,France,Economics,Physics,PhD,3,Hybrid,PGCE,Part-time,German,2.74,16,True,joshua.hayes@example.edu
T05209,Kimberly Mercado,Female,Canada,Biology,Geography,Bachelors,40,Interactive,B.Ed,Part-time,English,3.33,71,False,kimberly.mercado@example.edu
T05210,Thomas Delgado,Female,Australia,History,Philosophy,PhD,26,Interactive,None,Full-time,French,3.01,13,True,thomas.delgado@example.edu
T05211,Mrs. Ashley Rice,Male,USA,Geography,Biology,Masters,19,Hybrid,PGCE,Full-time,French,4.04,58,True,mrs..ashley.rice@example.edu
T05212,Christine Greene,Male,India,History,History,Masters,26,Lecture-based,None,Visiting,German,2.92,49,True,christine.greene@example.edu
T05213,Leon York,Non-Binary,Germany,English,Physics,Bachelors,13,Lecture-based,B.Ed,Visiting,Spanish,4.28,51,True,leon.york@example.edu
T05214,Dr. Daniel Garcia,Male,Canada,Biology,Chemistry,PhD,29,Flipped Classroom,M.Ed,Visiting,French,3.85,41,False,dr..daniel.garcia@example.edu
T05215,Dr. Matthew Ward,Non-Binary,India,Philosophy,Philosophy,PhD,5,Lecture-based,None,Visiting,English,3.74,34,True,dr..matthew.ward@example.edu
T05216,Daniel Lambert,Female,USA,Physics,Computer Science,PhD,3,Project-based,M.Ed,Visiting,English,4.14,69,False,daniel.lambert@example.edu
T05217,Andrew Buck,Female,Australia,Economics,History,PhD,27,Hybrid,B.Ed,Full-time,Mandarin,4.7,79,True,andrew.buck@example.edu
T05218,James Marshall,Male,UK,Chemistry,Chemistry,PhD,9,Project-based,M.Ed,Visiting,French,3.67,8,False,james.marshall@example.edu
T05219,Michael Martin,Non-Binary,France,Computer Science,Geography,Masters,19,Interactive,Online Certifications,Part-time,French,3.12,64,True,michael.martin@example.edu
T05220,Eric Hines,Male,USA,History,Mathematics,Masters,4,Flipped Classroom,M.Ed,Visiting,German,2.74,37,True,eric.hines@example.edu
T05221,Brent Nguyen,Male,India,Computer Science,Physics,Masters,24,Interactive,TESOL,Visiting,Mandarin,4.28,52,True,brent.nguyen@example.edu
T05222,Anthony Dickson,Male,Germany,English,Mathematics,Bachelors,7,Interactive,PGCE,Full-time,Spanish,4.59,97,False,anthony.dickson@example.edu
T05223,Jacqueline Sanders,Non-Binary,India,Mathematics,Mathematics,PhD,11,Project-based,PGCE,Full-time,German,3.67,50,True,jacqueline.sanders@example.edu
T05224,Mrs. Elizabeth Foster,Female,UK,Biology,Philosophy,PhD,6,Lecture-based,TESOL,Visiting,French,4.27,80,True,mrs..elizabeth.foster@example.edu
T05225,Amanda Williams,Female,Canada,History,Chemistry,PhD,1,Interactive,Online Certifications,Full-time,German,3.05,35,True,amanda.williams@example.edu
T05226,Andrew Harrison,Female,France,Computer Science,History,Masters,5,Project-based,PGCE,Full-time,English,4.57,14,True,andrew.harrison@example.edu
T05227,Brian Lara,Female,USA,Geography,Geography,Masters,9,Project-based,None,Visiting,Mandarin,4.22,11,True,brian.lara@example.edu
T05228,Sally Vance,Male,UK,Geography,Chemistry,Masters,15,Project-based,PGCE,Full-time,Spanish,4.11,53,False,sally.vance@example.edu
T05229,Alyssa Gomez,Female,Germany,Philosophy,Mathematics,Masters,36,Hybrid,None,Visiting,German,4.91,99,True,alyssa.gomez@example.edu
T05230,Carol Evans,Non-Binary,Germany,Chemistry,Geography,Masters,39,Interactive,B.Ed,Visiting,English,4.43,69,True,carol.evans@example.edu
T05231,Jonathan Mendez,Female,Australia,History,Computer Science,Bachelors,27,Flipped Classroom,None,Part-time,German,3.45,41,False,jonathan.mendez@example.edu
T05232,Jose Thompson,Non-Binary,India,English,Economics,Bachelors,4,Hybrid,B.Ed,Part-time,Mandarin,3.62,24,True,jose.thompson@example.edu
T05233,Michelle Jenkins,Male,USA,Physics,Biology,Masters,23,Lecture-based,None,Part-time,English,3.93,30,False,michelle.jenkins@example.edu
T05234,Terry Ryan,Female,USA,Economics,Philosophy,PhD,28,Hybrid,Online Certifications,Full-time,Mandarin,4.52,7,False,terry.ryan@example.edu
T05235,Mrs. Carol Miranda,Non-Binary,USA,Computer Science,Philosophy,Masters,22,Project-based,M.Ed,Part-time,French,4.19,86,True,mrs..carol.miranda@example.edu
T05236,James Scott,Non-Binary,Germany,Computer Science,Mathematics,Bachelors,23,Project-based,M.Ed,Part-time,Spanish,2.95,92,False,james.scott@example.edu
T05237,Michelle Knight,Non-Binary,India,History,English,Masters,28,Project-based,PGCE,Part-time,Mandarin,2.93,57,False,michelle.knight@example.edu
T05238,Samuel Lee,Male,Germany,Geography,History,Bachelors,18,Flipped Classroom,M.Ed,Visiting,Mandarin,2.78,67,True,samuel.lee@example.edu
T05239,Brett Jefferson,Male,Germany,Economics,Chemistry,PhD,26,Project-based,None,Full-time,Mandarin,3.52,52,True,brett.jefferson@example.edu
T05240,Dean Schaefer,Male,Canada,Philosophy,Chemistry,PhD,13,Project-based,PGCE,Full-time,French,2.77,88,False,dean.schaefer@example.edu
T05241,Samantha Spencer,Male,Canada,English,Geography,PhD,25,Project-based,B.Ed,Full-time,German,4.03,40,True,samantha.spencer@example.edu
T05242,Logan Chung,Male,UK,Computer Science,Mathematics,Masters,11,Lecture-based,Online Certifications,Part-time,German,4.6,56,True,logan.chung@example.edu
T05243,Jessica Brady,Female,Australia,English,History,Bachelors,39,Project-based,M.Ed,Full-time,Mandarin,4.64,76,False,jessica.brady@example.edu
T05244,Alicia Pope,Male,India,Mathematics,English,PhD,25,Interactive,B.Ed,Visiting,French,2.74,29,True,alicia.pope@example.edu
T05245,Philip Richardson,Female,Germany,Economics,History,Masters,22,Lecture-based,B.Ed,Visiting,German,4.11,90,False,philip.richardson@example.edu
T05246,Donald Holmes,Non-Binary,Germany,Physics,Physics,PhD,17,Lecture-based,None,Full-time,English,4.45,31,False,donald.holmes@example.edu
T05247,William Mcdowell,Male,Canada,Economics,Philosophy,Masters,26,Interactive,B.Ed,Full-time,French,4.22,67,False,william.mcdowell@example.edu
T05248,Anthony Randolph,Non-Binary,Australia,Mathematics,Philosophy,Bachelors,37,Interactive,None,Visiting,German,3.59,93,False,anthony.randolph@example.edu
T05249,Jessica Goodman,Female,Canada,English,Mathematics,PhD,14,Hybrid,Online Certifications,Full-time,German,4.43,61,False,jessica.goodman@example.edu
T05250,David Torres,Male,India,History,Philosophy,Masters,29,Lecture-based,M.Ed,Visiting,Mandarin,3.92,7,True,david.torres@example.edu
T05251,Sarah Terry,Female,Germany,Mathematics,Physics,PhD,16,Lecture-based,M.Ed,Part-time,French,3.8,79,True,sarah.terry@example.edu
T05252,Harry Hunter,Male,Australia,Biology,English,Bachelors,22,Hybrid,TESOL,Visiting,Spanish,3.77,43,True,harry.hunter@example.edu
T05253,Maxwell Dunlap,Non-Binary,Canada,Mathematics,Economics,Bachelors,6,Lecture-based,Online Certifications,Part-time,Spanish,3.43,95,True,maxwell.dunlap@example.edu
T05254,Madison Jackson,Male,Australia,English,Physics,Masters,6,Flipped Classroom,PGCE,Part-time,English,2.77,73,False,madison.jackson@example.edu
T05255,Ashley Clark,Non-Binary,India,Philosophy,Computer Science,PhD,23,Hybrid,None,Part-time,Spanish,2.66,94,True,ashley.clark@example.edu
T05256,Robin Freeman,Non-Binary,India,Chemistry,Geography,PhD,11,Interactive,PGCE,Full-time,Spanish,4.58,71,False,robin.freeman@example.edu
T05257,Kenneth Thompson,Female,Canada,Biology,Computer Science,Bachelors,26,Hybrid,B.Ed,Full-time,English,3.07,47,True,kenneth.thompson@example.edu
T05258,Nicole Harris,Non-Binary,Germany,Computer Science,Biology,PhD,15,Flipped Classroom,M.Ed,Part-time,German,3.28,28,False,nicole.harris@example.edu
T05259,Justin Warren,Female,France,Biology,Biology,Masters,10,Lecture-based,Online Certifications,Full-time,Spanish,4.29,51,True,justin.warren@example.edu
T05260,Stephen Cooper,Male,Australia,Biology,Philosophy,PhD,39,Hybrid,M.Ed,Part-time,Spanish,3.41,41,False,stephen.cooper@example.edu
T05261,Brianna Morgan,Female,France,Physics,History,Bachelors,23,Interactive,M.Ed,Visiting,Mandarin,4.59,37,True,brianna.morgan@example.edu
T05262,Christopher Francis,Non-Binary,USA,Biology,Physics,Bachelors,23,Lecture-based,Online Certifications,Full-time,French,4.79,9,True,christopher.francis@example.edu
T05263,Chelsea Chapman MD,Non-Binary,India,Philosophy,English,PhD,11,Flipped Classroom,Online Certifications,Visiting,German,2.7,44,True,chelsea.chapman.md@example.edu
T05264,Andre Carroll,Male,USA,Computer Science,Chemistry,Masters,29,Hybrid,Online Certifications,Full-time,Mandarin,3.84,59,False,andre.carroll@example.edu
T05265,Todd Lewis,Non-Binary,India,English,History,Bachelors,9,Lecture-based,Online Certifications,Part-time,Mandarin,4.7,40,False,todd.lewis@example.edu
T05266,Joanne Lewis,Non-Binary,Australia,Economics,History,Bachelors,5,Project-based,B.Ed,Visiting,Spanish,3.56,11,True,joanne.lewis@example.edu
T05267,Chloe Lewis,Female,Germany,Mathematics,Geography,Masters,10,Interactive,None,Full-time,English,4.33,15,False,chloe.lewis@example.edu
T05268,Lisa Ortega,Male,USA,Mathematics,Philosophy,PhD,33,Flipped Classroom,Online Certifications,Visiting,French,2.78,50,False,lisa.ortega@example.edu
T05269,Christian Silva,Female,Germany,English,Chemistry,Bachelors,1,Flipped Classroom,None,Part-time,French,3.78,64,False,christian.silva@example.edu
T05270,Amber Wright,Non-Binary,Germany,History,Biology,Bachelors,40,Project-based,M.Ed,Visiting,Mandarin,3.22,48,False,amber.wright@example.edu
T05271,Rebecca Wilson,Female,USA,Mathematics,Geography,PhD,36,Interactive,None,Visiting,English,4.18,72,False,rebecca.wilson@example.edu
T05272,Joseph Wilson,Male,Australia,Chemistry,Mathematics,Bachelors,24,Flipped Classroom,None,Visiting,German,3.26,55,True,joseph.wilson@example.edu
T05273,Stephanie Fischer,Non-Binary,Canada,Geography,Economics,PhD,32,Hybrid,B.Ed,Visiting,German,3.79,65,False,stephanie.fischer@example.edu
T05274,Connie Allen,Male,UK,Economics,Economics,Masters,33,Hybrid,B.Ed,Part-time,English,4.09,55,True,connie.allen@example.edu
T05275,Kyle Kline,Male,Germany,Geography,Geography,PhD,31,Interactive,TESOL,Visiting,Mandarin,4.8,27,True,kyle.kline@example.edu
T05276,Nicole Lewis,Female,France,Chemistry,History,Masters,25,Flipped Classroom,B.Ed,Visiting,French,3.29,56,True,nicole.lewis@example.edu
T05277,David Miller,Female,Germany,Computer Science,English,Bachelors,1,Flipped Classroom,TESOL,Visiting,Spanish,4.99,88,False,david.miller@example.edu
T05278,Aaron Russell,Non-Binary,India,Physics,Biology,Masters,25,Flipped Classroom,TESOL,Visiting,English,4.57,34,True,aaron.russell@example.edu
T05279,Sherri Mack,Non-Binary,USA,History,Physics,Masters,15,Project-based,None,Visiting,German,4.67,93,False,sherri.mack@example.edu
T05280,Eric Evans,Male,USA,Economics,Physics,Masters,10,Hybrid,B.Ed,Full-time,Spanish,3.59,73,False,eric.evans@example.edu
T05281,Jasmine White,Male,India,English,Philosophy,Bachelors,20,Lecture-based,B.Ed,Visiting,Mandarin,2.94,75,False,jasmine.white@example.edu
T05282,Alan Wilcox,Non-Binary,Germany,Computer Science,Philosophy,Bachelors,20,Lecture-based,B.Ed,Visiting,French,4.48,33,True,alan.wilcox@example.edu
T05283,Dr. Maurice Roberts PhD,Female,Germany,Geography,Mathematics,Bachelors,3,Hybrid,None,Part-time,Mandarin,3.8,35,False,dr..maurice.roberts.phd@example.edu
T05284,Shelby Wilson,Non-Binary,Australia,Mathematics,Computer Science,Bachelors,20,Lecture-based,TESOL,Full-time,Mandarin,2.84,20,False,shelby.wilson@example.edu
